dataset_name,row_data,created_at,dataset_id,Sentence_Count_schema_ID,Sentence_Count_schema_kind,Sentence_Count_value,Word_Count_schema_ID,Word_Count_value,Word_Count_schema_kind,Dale_Chall_Grade_schema_kind,Dale_Chall_Grade_schema_ID,Dale_Chall_Grade_value,Flesch_Kincaid_Grade_schema_ID,Flesch_Kincaid_Grade_schema_kind,Flesch_Kincaid_Grade_value,Spache_Grade_value,Spache_Grade_schema_kind,Spache_Grade_schema_ID,Final_Score_schema_kind,Final_Score_value,Final_Score_schema_ID,UUID_schema_ID,UUID_value,UUID_schema_kind,embeddings,labeller_1_email,labeller_1_items_labeled,labeller_1_time_minutes,labeller_2_email,labeller_2_items_labeled,labeller_2_time_minutes,labeller_3_email,labeller_3_items_labeled,labeller_3_time_minutes,labeller_4_email,labeller_4_items_labeled,labeller_4_time_minutes,labeller_5_email,labeller_5_items_labeled,labeller_5_time_minutes,labeller_6_email,labeller_6_items_labeled,labeller_6_time_minutes,labeller_7_email,labeller_7_items_labeled,labeller_7_time_minutes,labeller_8_email,labeller_8_items_labeled,labeller_8_time_minutes,labeller_9_email,labeller_9_items_labeled,labeller_9_time_minutes,labeller_10_email,labeller_10_items_labeled,labeller_10_time_minutes
2nd Grade Core Reader D,https://storage.labelbox.com/cltd6usee078i07u2bckv85wl%2F49d4dd02-1d38-e6b4-60b3-108b2d79450e-core_reader_grade_2_Wei_Wei_s_Bamboo_Garden.pdf?Expires=1742193402097&KeyName=labelbox-assets-key-3&Signature=WV9cxGQvZHY7ya67nDNdYRgnuuw,2025-02-06T20:51:16.369+00:00,cm6ttb8kv00ju071616cm0rxn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Grade Core Reader D,https://storage.labelbox.com/cltd6usee078i07u2bckv85wl%2F82cff63c-4c06-e56a-c990-f23c13eb4ef6-core_reader_grade_2_Xavier_s_New_Glasses.pdf?Expires=1742193402095&KeyName=labelbox-assets-key-3&Signature=tb_8R_oBsqP27BF6Wdcay82Lbdg,2025-02-06T20:51:16.369+00:00,cm6ttb8kv00ju071616cm0rxn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Grade Core Reader D,https://storage.labelbox.com/cltd6usee078i07u2bckv85wl%2F572f2c5b-8b3a-6916-caed-4292d94f2780-core_reader_grade_2_Zuri_and_Penelope__A_Garden_Friendship.pdf?Expires=1742193402126&KeyName=labelbox-assets-key-3&Signature=YUzBBRD8bO0kajW3AEJ7RCge7sY,2025-02-06T20:51:16.369+00:00,cm6ttb8kv00ju071616cm0rxn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Grade Core Reader D,https://storage.labelbox.com/cltd6usee078i07u2bckv85wl%2F7e08732f-a7b2-ba14-6c58-9d1b90e786f1-core_reader_grade_2_A_Perfect_Day_for_Ice_Cream.pdf?Expires=1742193402121&KeyName=labelbox-assets-key-3&Signature=tbAWVfQDo_AEDuXH7xWNq7MeSCI,2025-02-06T20:51:16.369+00:00,cm6ttb8kv00ju071616cm0rxn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Grade Core Reader D,https://storage.labelbox.com/cltd6usee078i07u2bckv85wl%2F095b8de7-be75-97fd-ad5f-fdb768088204-core_reader_grade_2_A_Sister_s_Artistic_Gift.pdf?Expires=1742193402133&KeyName=labelbox-assets-key-3&Signature=BKinz6bpJr701vB0676cfROPacE,2025-02-06T20:51:16.369+00:00,cm6ttb8kv00ju071616cm0rxn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Grade Core Reader D,https://storage.labelbox.com/cltd6usee078i07u2bckv85wl%2Fcdbdb7c3-0988-176b-f98d-acd4da90eb77-core_reader_grade_2_A_Special_Day_as_a_Junior_Zookeeper.pdf?Expires=1742193402139&KeyName=labelbox-assets-key-3&Signature=iVAJ2fKYWZPcYq3qlpUFYSGYg0k,2025-02-06T20:51:16.369+00:00,cm6ttb8kv00ju071616cm0rxn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Grade Core Reader D,https://storage.labelbox.com/cltd6usee078i07u2bckv85wl%2F7ac28bee-cdf1-20eb-9e44-eddf86f45eae-core_reader_grade_2_Adeline_s_Perfect_Garden_Home.pdf?Expires=1742193402136&KeyName=labelbox-assets-key-3&Signature=2w7OZfRI4GWYZxddgKUWedGAMZc,2025-02-06T20:51:16.369+00:00,cm6ttb8kv00ju071616cm0rxn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Grade Core Reader D,https://storage.labelbox.com/cltd6usee078i07u2bckv85wl%2Fcc1d1553-d533-642b-2f19-218c872275f4-core_reader_grade_2_Alicia_s_Sunflower_Surprise.pdf?Expires=1742193402159&KeyName=labelbox-assets-key-3&Signature=fUWBAvBcAwTMKtMPf8DG5fHJAWQ,2025-02-06T20:51:16.369+00:00,cm6ttb8kv00ju071616cm0rxn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Grade Core Reader D,https://storage.labelbox.com/cltd6usee078i07u2bckv85wl%2Fb4d57c8f-b2ab-7f12-a00b-675b4c16e912-core_reader_grade_2_Career_Day_Dreams.pdf?Expires=1742193402157&KeyName=labelbox-assets-key-3&Signature=_HmJ1bAUyYno7yuvWIT1K1oeBNc,2025-02-06T20:51:16.369+00:00,cm6ttb8kv00ju071616cm0rxn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Grade Core Reader D,https://storage.labelbox.com/cltd6usee078i07u2bckv85wl%2Fd8ff417e-8d6c-8ec6-5d38-0a0957802e91-core_reader_grade_2_Charlie_the_Color-Changing_Chameleon.pdf?Expires=1742193402138&KeyName=labelbox-assets-key-3&Signature=BhaXmYdGQ9odMo9ZhIXNGzx9Q4w,2025-02-06T20:51:16.369+00:00,cm6ttb8kv00ju071616cm0rxn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Grade Core Reader D,https://storage.labelbox.com/cltd6usee078i07u2bckv85wl%2Fa1b7ede9-5ab8-aa51-b45f-b042244668db-core_reader_grade_2_Chloe_s_Perfect_Bicycle.pdf?Expires=1742193402112&KeyName=labelbox-assets-key-3&Signature=fu2hasF-GJAWInID9qn70x8dHPo,2025-02-06T20:51:16.369+00:00,cm6ttb8kv00ju071616cm0rxn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Grade Core Reader D,https://storage.labelbox.com/cltd6usee078i07u2bckv85wl%2F77b940dc-c048-c0aa-f8a1-73bbf1b3ab7f-core_reader_grade_2_Election_Day_in_Room_203.pdf?Expires=1742193402112&KeyName=labelbox-assets-key-3&Signature=KYVylVsHULMmpOjve58dzlC2T4g,2025-02-06T20:51:16.370+00:00,cm6ttb8kv00ju071616cm0rxn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Grade Core Reader D,https://storage.labelbox.com/cltd6usee078i07u2bckv85wl%2Fc6ea2687-5b06-79b1-6b5b-dcc61992e9e1-core_reader_grade_2_Felix_s_Special_Arctic_Vest.pdf?Expires=1742193402129&KeyName=labelbox-assets-key-3&Signature=nHdKPicEtvUYzXG7zZHVqBiuQ_4,2025-02-06T20:51:16.370+00:00,cm6ttb8kv00ju071616cm0rxn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Grade Core Reader D,https://storage.labelbox.com/cltd6usee078i07u2bckv85wl%2Ffc8c5597-4d43-f0fb-1b73-c00095cdec7d-core_reader_grade_2_Finn_s_Winter_Friend.pdf?Expires=1742193402130&KeyName=labelbox-assets-key-3&Signature=ErsPMLpkKlNwB2QkDBCOzRP9zQQ,2025-02-06T20:51:16.370+00:00,cm6ttb8kv00ju071616cm0rxn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Grade Core Reader D,https://storage.labelbox.com/cltd6usee078i07u2bckv85wl%2Fc5e238a6-9911-598d-b83c-8b583e69429d-core_reader_grade_2_Gary_the_Germ_s_Last_Stand.pdf?Expires=1742193402130&KeyName=labelbox-assets-key-3&Signature=G7b1f_3klntNFU62QSxjPTJkIYo,2025-02-06T20:51:16.370+00:00,cm6ttb8kv00ju071616cm0rxn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
